Name,Comment,tone
TAX Consultant,Khalistan zindabad,{'document_tone': {'tones': []}}
I am Memer,All mistake of modi <br>If he returned the bill so farmers not do this,"{'document_tone': {'tones': [{'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
Lakshmi Narasimhan K P,"General sympathy towards farmer has been misused by these protestors, opposition and media. They have inflamed them to go against Gov. <br><br>Look at the riots. These are not farmers but, criminals &amp; Rioters. <br><br>Look at the way farm union leaders blame BJP to escape blame.<br><br>I blame those farm union leaders. They are responsible for this mess.<br><br>Gov should not wait for political scoring. <br><br>Politics should stop.<br><br>Gov need to file sedition case in Supreme court. It should use cctv footage to identity these criminals and punish them.","{'document_tone': {'tones': [{'score': 0.585795, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'General sympathy towards farmer has been misused by these protestors, opposition and media.', 'tones': [{'score': 0.721419, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'They have inflamed them to go against Gov. <br><br>Look at the riots.', 'tones': []}, {'sentence_id': 2, 'text': 'These are not farmers but, criminals &amp; Rioters.', 'tones': []}, {'sentence_id': 3, 'text': '<br><br>Look at the way farm union leaders blame BJP to escape blame.<br><br>I', 'tones': []}, {'sentence_id': 4, 'text': 'blame those farm union leaders.', 'tones': [{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': 'They are responsible for this mess.<br><br>Gov', 'tones': []}, {'sentence_id': 6, 'text': 'should not wait for political scoring.', 'tones': []}, {'sentence_id': 7, 'text': '<br><br>Politics should stop.<br><br>Gov', 'tones': []}, {'sentence_id': 8, 'text': 'need to file sedition case in Supreme court.', 'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 9, 'text': 'It should use cctv footage to identity these criminals and punish them.', 'tones': []}]}"
Ali Jee,Free khalistaan,{'document_tone': {'tones': []}}
Satvir Bhullar,Punjab aa ehe ðŸ˜ˆ,{'document_tone': {'tones': []}}
Samit Mathur,What is happening in the country is shameful. Modi is pushing the country in chaos.,"{'document_tone': {'tones': [{'score': 0.53386, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'What is happening in the country is shameful.', 'tones': []}, {'sentence_id': 1, 'text': 'Modi is pushing the country in chaos.', 'tones': []}]}"
Super Buddy,"These are not farmer&#39;s... These are rioters... Pls dont call them as farmers to shame original farmer&#39;s. All farmer&#39;s leaders are responsible to this incident and tbey all should get punished, best to send them jail","{'document_tone': {'tones': [{'score': 0.599022, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.927401, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'These are not farmer&#39;s...', 'tones': []}, {'sentence_id': 1, 'text': 'These are rioters... Pls dont call them as farmers to shame original farmer&#39;s.', 'tones': [{'score': 0.809859, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 2, 'text': 'All farmer&#39;s leaders are responsible to this incident and tbey all should get punished, best to send them jail', 'tones': [{'score': 0.837444, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
Mr Vantablack,SPREADING WRONG INFORMATION INDIAN FLAG WAS NOT PUT OUT THEY HAD PUT THEIR FLAG ON A EMPTY POLE,"{'document_tone': {'tones': [{'score': 0.825338, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Abhishek Pandey,"Ndtv, Saffron flag is sacred to us. Should we hoist it at red fort?","{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Ndtv, Saffron flag is sacred to us.', 'tones': []}, {'sentence_id': 1, 'text': 'Should we hoist it at red fort?', 'tones': []}]}"
Sunny,Flags were never replaced,"{'document_tone': {'tones': [{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
Chaudhary Asif Gujjar,Khalistan is coming. You can&#39;t stop it now.,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Khalistan is coming.', 'tones': []}, {'sentence_id': 1, 'text': 'You can&#39;t stop it now.', 'tones': [{'score': 0.767442, 'tone_id': 'fear', 'tone_name': 'Fear'}]}]}"
Golden Sociable Lapwing channel,I am requesting to all farmers plz. Plz. Read these three ordinances of farm bill. This farm bill will benefit the farmers. plz don&#39;t believe on political or farmers leaders rumors. Farm bill is providing you choices and Read it and then react. Specially punjab people plz read and don&#39;t take this protest on your ego.,"{'document_tone': {'tones': [{'score': 0.564885, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'I am requesting to all farmers plz.', 'tones': [{'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'Plz.', 'tones': []}, {'sentence_id': 2, 'text': 'Read these three ordinances of farm bill.', 'tones': []}, {'sentence_id': 3, 'text': 'This farm bill will benefit the farmers.', 'tones': []}, {'sentence_id': 4, 'text': 'plz don&#39;t believe on political or farmers leaders rumors.', 'tones': [{'score': 0.957828, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 5, 'text': 'Farm bill is providing you choices and Read it and then react.', 'tones': [{'score': 0.905748, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 6, 'text': 'Specially punjab people plz read and don&#39;t take this protest on your ego.', 'tones': [{'score': 0.532795, 'tone_id': 'anger', 'tone_name': 'Anger'}]}]}"
Gosai Thingbaijam,"Here in Manipur, we don&#39;t celebrate Republic day, it&#39;s general strike here","{'document_tone': {'tones': [{'score': 0.610591, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
ARIJIT SingH,These are r farmers my foot.... Hardly 30%....,"{'document_tone': {'tones': [{'score': 0.576662, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
AA 123,"When there is a battle between Ego and human sentiments, never let the ego win...never let him win now easily.","{'document_tone': {'tones': [{'score': 0.598602, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
sam sim,"Hindu ko musalmaan se,<br>Jawan ko kisaan se <br>Ladaa rahi hai sarkar",{'document_tone': {'tones': []}}
Zubair Khan,Violence and the Disturbance in the Capital on our Republic Day is wrong but The Tiranga was not removed at all and that Sacred flag was put on an Empty pole... Don&#39;t make any comment which hearts anybody&#39;s religious sentiments because United We Stand (Hindu Muslim Sikh Christian Jain Bodh) the Stronger We Are...,{'document_tone': {'tones': []}}
Honey Singh,Sikhs disgrace India.<br>Ajit vadakayil once wrote that Muslims can be relied but not Sikhs .<br>His words came true.,"{'document_tone': {'tones': [{'score': 0.578774, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.818552, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Sikhs disgrace India.<br>Ajit', 'tones': []}, {'sentence_id': 1, 'text': 'vadakayil once wrote that Muslims can be relied but not Sikhs .<br>His', 'tones': []}, {'sentence_id': 2, 'text': 'words came true.', 'tones': [{'score': 0.784707, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
Jot Sahib,This wonâ€™t happen....if government could have withdrawn the farm act...if it will go this way..who knows what will  happen next...,"{'document_tone': {'tones': [{'score': 0.777256, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
BooO,ðŸ–•ðŸ–•ðŸ–•ðŸ˜›ðŸ–•ðŸ–•ðŸ–•      âŒ›ï¸�OOOOðŸ“€ â€¢Â°*â€�ËœËœâ€�*Â°â€¢ ðŸš½ðŸ—½ðŸš½,{'document_tone': {'tones': []}}
LEMURIAN MANI,Tell the lady modi come n be on his knees,{'document_tone': {'tones': []}}
Karthikeyan Thangavel,political parties are using their ignorance.,"{'document_tone': {'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
à¼’Parasyteà¼’,"Shame on them, I&#39;m not supporting them anymore. Terrorist sale","{'document_tone': {'tones': [{'score': 0.831755, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Shame on them, I&#39;m not supporting them anymore.', 'tones': [{'score': 0.783256, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Terrorist sale', 'tones': [{'score': 0.525664, 'tone_id': 'fear', 'tone_name': 'Fear'}]}]}"
Lord Stinson,Naive are the people who think these are &quot;farmers&quot;.,"{'document_tone': {'tones': [{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
à´®à´¨àµ�à´·àµ�à´¯àµ»,"Taking down the national flag by farmers defamed our country and other farmers also. The protest was like a state invading the capital of the nation. Remember, The world is watching us.","{'document_tone': {'tones': [{'score': 0.566171, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.531174, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Taking down the national flag by farmers defamed our country and other farmers also.', 'tones': [{'score': 0.53403, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'The protest was like a state invading the capital of the nation.', 'tones': []}, {'sentence_id': 2, 'text': 'Remember, The world is watching us.', 'tones': [{'score': 0.582882, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
Rider Pikachu,&quot;Own flags and several other things&quot;. NDTV look closely those other things are sweets and flowers.,"{'document_tone': {'tones': [{'score': 0.819122, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': '&quot;Own flags and several other things&quot;.', 'tones': []}, {'sentence_id': 1, 'text': 'NDTV look closely those other things are sweets and flowers.', 'tones': [{'score': 0.914323, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]}"
Pooja Kaushik,This is a scene of domestic terrorism and not a Farmers protests. Shame shame shame!!!,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'This is a scene of domestic terrorism and not a Farmers protests.', 'tones': []}, {'sentence_id': 1, 'text': 'Shame shame shame!!!', 'tones': [{'score': 0.525922, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
Vineet,Taking the Indian flag down is a disrespect,{'document_tone': {'tones': []}}
Fear The Bear,Agar ye flag me Jai Shree Ram likha hota to NDTV walo ko orgasam aa jata or fir ye banda flag is tarah se identify karta jaise teorrorist ka flag h,{'document_tone': {'tones': []}}
fantasi of khatri,If baghat sing see this he do sucide by it own,"{'document_tone': {'tones': [{'score': 0.741789, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Akhand Bharat,Keep Calm this is our India.<br>Farm reform is necessary to Indian economy. <br>Jay Bheem Namo Buddhay Jay Bharat.,"{'document_tone': {'tones': [{'score': 0.927401, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Keep Calm this is our India.<br>Farm', 'tones': []}, {'sentence_id': 1, 'text': 'reform is necessary to Indian economy.', 'tones': [{'score': 0.551458, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 2, 'text': '<br>Jay Bheem Namo Buddhay Jay Bharat.', 'tones': []}]}"
Anuj Kurchania,"à¤œà¤¯ à¤œà¤µà¤¾à¤¨ à¤œà¤¯ à¤•à¤¿à¤¸à¤¾à¤¨âœŒï¸�,<br>à¤¯à¤¹ à¤•à¥�à¤¯à¤¾ à¤•à¤° à¤¦à¤¿à¤¯à¤¾ à¤†à¤œ à¤¤à¥�à¤®à¤¨à¥‡ à¤•à¤¿à¤¸à¤¾à¤¨,<br>à¤¤à¤¿à¤°à¤‚à¤—à¥‡ à¤•à¤¾ à¤†à¤œ à¤•à¥�à¤¯à¥‹ à¤•à¤° à¤¦à¤¿à¤¯à¤¾ à¤¤à¥�à¤®à¤¨à¥‡ à¤…à¤ªà¤®à¤¾à¤¨,<br> à¤†à¤œ à¤•à¥‡ à¤¦à¤¿à¤¨ à¤¯à¤¾à¤¦ à¤•à¤°à¤¤à¤¾ à¤¥à¤¾ à¤ªà¥‚à¤°à¤¾ à¤¦à¥‡à¤¶ à¤¬à¤²à¤¿à¤¦à¤¾à¤¨,<br>à¤§à¥‚à¤®à¤¿à¤² à¤•à¤°à¤¦à¥€ à¤†à¤œ à¤¤à¥�à¤®à¤¨à¥‡ à¤‰à¤¸ à¤—à¤£à¤¤à¤‚à¤¤à¥�à¤° à¤•à¥€ à¤†à¤¨, <br>à¤œà¤¯ à¤œà¤µà¤¾à¤¨, à¤ªà¤° à¤¬à¤¦à¤² à¤—à¤¯à¤¾ à¤®à¥‡à¤°à¤¾ à¤•à¤¿à¤¸à¤¾à¤¨ ðŸ˜­",{'document_tone': {'tones': []}}
Nikhanol Tongsin,Well done farmers.,{'document_tone': {'tones': []}}
Aswinikumar Gogoi,Ndtv Ka agenda safal huwa...,{'document_tone': {'tones': []}}
B Bee,Really? Is this how you protest? You gotta be fucking kidding me. There should be law and order. That&#39;s not how you protest. It&#39;s terrorism in the name of protest.,"{'document_tone': {'tones': [{'score': 0.687682, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.59365, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.701849, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Really?', 'tones': [{'score': 0.997482, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Is this how you protest?', 'tones': [{'score': 0.931034, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 2, 'text': 'You gotta be fucking kidding me.', 'tones': [{'score': 0.720304, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 3, 'text': 'There should be law and order.', 'tones': [{'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 4, 'text': 'That&#39;s not how you protest.', 'tones': [{'score': 0.65124, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 5, 'text': 'It&#39;s terrorism in the name of protest.', 'tones': []}]}"
Harsh Vardhan yadav,Hello ma&#39;am anchor..the protesters doesn&#39;t take down tri color &#39;Tringa&#39;. <br>They just put their religious flag on the blank pole..pls do some homework first then come to anchoring mis...,"{'document_tone': {'tones': [{'score': 0.911392, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Hello ma&#39;am anchor..the protesters doesn&#39;t take down tri color &#39;Tringa&#39;.', 'tones': []}, {'sentence_id': 1, 'text': '<br>They just put their religious flag on the blank pole..pls do some homework first then come to anchoring mis...', 'tones': [{'score': 0.804675, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
Aswinikumar Gogoi,Great... Liberal ka badshah are practising democracy and secularism...,{'document_tone': {'tones': []}}
Aswinikumar Gogoi,Ismein Ndtv Ka Pura hath hein...,{'document_tone': {'tones': []}}
Navneet Maan,Wow...mjah aa gya....mere bro bhi gya haiðŸ˜‡....Delhi Di itt nal itt khrkoni aaðŸ’ªðŸ’ª,{'document_tone': {'tones': []}}
N!k Patil,Give them khalistan.. we don&#39;t need these people in our country.,{'document_tone': {'tones': []}}
Rupa Bagchi,Imagine If this Was A RSS flagðŸ˜…ðŸ˜…,"{'document_tone': {'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
HUSSAIN BASHA,Shameful,"{'document_tone': {'tones': [{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
gujarati16,Some so called news Chanels are to be blamed for inciting the farmers. Shame on these anti national Chanelâ€™s. Who are fed by criminal elements. Dark day for those media Chanels.,"{'document_tone': {'tones': [{'score': 0.672697, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.789226, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Some so called news Chanels are to be blamed for inciting the farmers.', 'tones': [{'score': 0.691995, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'Shame on these anti national Chanelâ€™s.', 'tones': [{'score': 0.564699, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 2, 'text': 'Who are fed by criminal elements.', 'tones': []}, {'sentence_id': 3, 'text': 'Dark day for those media Chanels.', 'tones': []}]}"
gurjant singh,No farmersðŸ‘³ðŸ‘³ðŸ‘³ no foodðŸ�´ðŸ�•ðŸ�”,{'document_tone': {'tones': []}}
gurjant singh,Kissan majdoor ekta zindabaad ðŸ’ªðŸ’ªðŸ’ª,{'document_tone': {'tones': []}}
Krishna Gupta,"Just imagine ,If this same was done by the  RSS with a bhagva flag ???ðŸ¤¨ðŸ¤¨ðŸ¤¨","{'document_tone': {'tones': [{'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Amrita Roy,Ye NDTV channel aur Gandhi pariwar mile hue hai... bech khayenge india ko...,{'document_tone': {'tones': []}}
That teacher,"Pehle duniya America par hasti thi, ab India par hasegi..<br>This is not the work of farmers, goons hai ye saale","{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Pehle duniya America par hasti thi, ab India par hasegi..', 'tones': []}, {'sentence_id': 1, 'text': '<br>This is not the work of farmers, goons hai ye saale', 'tones': []}]}"
Ù… Ù…Ø³ØªØ±ÛŒ,Chutiye khalistan ka flag hy. Jo doosry k liye gada khodta hy khud apni hi BCta hy,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Chutiye khalistan ka flag hy.', 'tones': []}, {'sentence_id': 1, 'text': 'Jo doosry k liye gada khodta hy khud apni hi BCta hy', 'tones': []}]}"
Akash Singh,"Didn&#39;t expected from them to do that,,, it Hurts","{'document_tone': {'tones': [{'score': 0.769486, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Pakistan,Moodhi is isi agent and he will destroy the economy of India for usðŸ˜‰ðŸ‡µðŸ‡°,{'document_tone': {'tones': []}}
Aditya Tomar,India ka bajeti kar Di kisano ne,{'document_tone': {'tones': []}}
Sam Indian,"NDTV à¤¸à¥‡ à¤¸à¥€à¤–à¥‹ à¤ˆà¤®à¤¾à¤¨à¤¦à¤¾à¤°à¥€ à¤•à¥€ Heights. Bahinchoot à¤‡à¤¤à¤¨à¤¾ à¤¸à¤¬ à¤•à¥�à¤› à¤¹à¥‹ à¤—à¤¯à¤¾ à¤«à¤¿à¤° à¤­à¥€ full support à¤”à¤° à¤ˆà¤®à¤¾à¤¨à¤¦à¤¾à¤°à¥€ à¤•à¥‡ à¤¸à¤¾à¤¥ support à¤•à¤° à¤°à¤¹à¥‡ à¤¹à¥ˆà¤‚ iss event à¤•à¤¾ I à¤¸à¤¿à¤°à¥�à¤« à¤‡à¤¸à¤²à¤¿à¤� à¤•à¥�à¤¯à¥‚à¤‚à¤•à¤¿ India as a country à¤•à¥‡ à¤²à¤¿à¤� à¤¶à¤°à¥�à¤® à¤•à¥€ à¤¬à¤¾à¤¤ à¤¹à¥ˆ I channels like NDTV earn their bread &amp; butter on absolutely anything that is embarrassing for India as a nation. So guys if your friends &amp; family members are NDTV journalists, please ensure that India constantly remains embarrassed so that NDTV keeps running and they get their paychecks every month ðŸ˜ŠðŸ˜Š","{'document_tone': {'tones': [{'score': 0.571226, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'NDTV à¤¸à¥‡ à¤¸à¥€à¤–à¥‹ à¤ˆà¤®à¤¾à¤¨à¤¦à¤¾à¤°à¥€ à¤•à¥€ Heights.', 'tones': []}, {'sentence_id': 1, 'text': 'Bahinchoot à¤‡à¤¤à¤¨à¤¾ à¤¸à¤¬ à¤•à¥�à¤› à¤¹à¥‹ à¤—à¤¯à¤¾ à¤«à¤¿à¤° à¤\xadà¥€ full support à¤”à¤° à¤ˆà¤®à¤¾à¤¨à¤¦à¤¾à¤°à¥€ à¤•à¥‡ à¤¸à¤¾à¤¥ support à¤•à¤° à¤°à¤¹à¥‡ à¤¹à¥ˆà¤‚ iss event à¤•à¤¾ I à¤¸à¤¿à¤°à¥�à¤« à¤‡à¤¸à¤²à¤¿à¤� à¤•à¥�à¤¯à¥‚à¤‚à¤•à¤¿ India as a country à¤•à¥‡ à¤²à¤¿à¤� à¤¶à¤°à¥�à¤® à¤•à¥€ à¤¬à¤¾à¤¤ à¤¹à¥ˆ I channels like NDTV earn their bread &amp; butter on absolutely anything that is embarrassing for India as a nation.', 'tones': []}, {'sentence_id': 2, 'text': 'So guys if your friends &amp; family members are NDTV journalists, please ensure that India constantly remains embarrassed so that NDTV keeps running and they get their paychecks every month ðŸ˜ŠðŸ˜Š', 'tones': [{'score': 0.59294, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.592138, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
180 - gcet - 19,"Salo leaders ko vip treatment mil raha hai bus aur kya . janta jab tak  danda nahi d..... Salo ko farak nahi padega . 43% mps,mla are criminals and they r leading the nation","{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Salo leaders ko vip treatment mil raha hai bus aur kya .', 'tones': [{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'janta jab tak  danda nahi d..... Salo ko farak nahi padega .', 'tones': []}, {'sentence_id': 2, 'text': '43% mps,mla are criminals and they r leading the nation', 'tones': []}]}"
Mheet Singh Bhaad,Modi chuitya,{'document_tone': {'tones': []}}
Mana Waada,Sikh is only not in the country.,"{'document_tone': {'tones': [{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Atish Ligade,"Poor rioters who blindly follow their cruel leaders have no idea what they gona face the reaction afterwords , you can&#39;t hide in this digital world...","{'document_tone': {'tones': [{'score': 0.576995, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.574477, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Maitreya Kanitkar,ndtv has never been so happy,"{'document_tone': {'tones': [{'score': 0.993693, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
Mana Waada,Stupid farmers ever in India They are not farmers,"{'document_tone': {'tones': [{'score': 0.539159, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
Maitreya Kanitkar,this peaceful protest is getting out of hand,{'document_tone': {'tones': []}}
viketh v,You are lying. No flag was replaced! There was no flag on that pole. They hoisted their flag. Please don&#39;t create fake news to show farmers bad. If they don&#39;t like the law that&#39;s implemented on them den they have enough rights to protest against it.,"{'document_tone': {'tones': [{'score': 0.70951, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.626745, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'You are lying.', 'tones': [{'score': 0.931034, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 1, 'text': 'No flag was replaced!', 'tones': []}, {'sentence_id': 2, 'text': 'There was no flag on that pole.', 'tones': []}, {'sentence_id': 3, 'text': 'They hoisted their flag.', 'tones': []}, {'sentence_id': 4, 'text': 'Please don&#39;t create fake news to show farmers bad.', 'tones': [{'score': 0.790647, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 5, 'text': 'If they don&#39;t like the law that&#39;s implemented on them den they have enough rights to protest against it.', 'tones': []}]}"
Aditya Singh,Today when the anti social elements (so called fake kissan) hoisted their flag and also seen one thrown Indian flag down that is the place Indian flag is hoisted every year I feel helpless like someone is destroying the reputation of my country. <br>Abb wo log bhag gye Aur humare India ka mazak banke reh gya pure desh mei even Pakistani bhi Hum par khub hass rhe hai. <br>AUR humarre pass kuch Bakki nhi hai bolne ke Liye.,"{'document_tone': {'tones': [{'score': 0.519552, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.606057, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Today when the anti social elements (so called fake kissan) hoisted their flag and also seen one thrown Indian flag down that is the place Indian flag is hoisted every year I feel helpless like someone is destroying the reputation of my country.', 'tones': [{'score': 0.586549, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': '<br>Abb wo log bhag gye Aur humare India ka mazak banke reh gya pure desh mei even Pakistani bhi Hum par khub hass rhe hai.', 'tones': []}, {'sentence_id': 2, 'text': '<br>AUR humarre pass kuch Bakki nhi hai bolne ke Liye.', 'tones': []}]}"
struggle is love,Shameful....what kind of farmers are these...their protests are more important than the prestige of country..,"{'document_tone': {'tones': [{'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
PAKinfo,Apna mulk smbhalay nai jata.kashmir kou lainay batay krtay hain.pagal log,"{'document_tone': {'tones': [{'score': 0.551806, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Apna mulk smbhalay nai jata.kashmir', 'tones': []}, {'sentence_id': 1, 'text': 'kou lainay batay krtay hain.pagal', 'tones': []}, {'sentence_id': 2, 'text': 'log', 'tones': []}]}"
Akash Shukla,Motive vo hi hai bas flag ka color badal gaya hai,{'document_tone': {'tones': []}}
Baldeep phagwara,Kissan major ekta zindabadd ðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ªðŸ’ª,"{'document_tone': {'tones': [{'score': 0.534171, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
