id,message,tone
116,BJP's Deep Sidhu & his followers were the ones who tried to siege Red Fort & hoisted Nishan Sahib flag.   Source: ?? https://www.tribuneindia.com/news/nation/we-only-hoisted-the-nishan-sahib-flag-on-red-fort-while-exercising-our-democratic-right-to-protest-deep-sidhu-203993,"{'document_tone': {'tones': [{'score': 0.733641, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': ""BJP's Deep Sidhu & his followers were the ones who tried to siege Red Fort & hoisted Nishan Sahib flag."", 'tones': []}, {'sentence_id': 1, 'text': 'Source: ?? https://www.tribuneindia.com/news/nation/we-only-hoisted-the-nishan-sahib-flag-on-red-fort-while-exercising-our-democratic-right-to-protest-deep-sidhu-203993', 'tones': []}]}"
117,Jai Jawan Jai Kisan,{'document_tone': {'tones': []}}
118,Imtiaz Rk ,{'document_tone': {'tones': []}}
119,jai hind jai kisan ??,{'document_tone': {'tones': []}}
120,If they really are the Farmers.. Than they do not deserve the Slogan of “Jai Jawan Jai Kisan” anymore!!,"{'document_tone': {'tones': [{'score': 0.533645, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
121,Terrorists not farmers ,{'document_tone': {'tones': []}}
122,Support farmers,"{'document_tone': {'tones': [{'score': 0.535363, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
123,https://youtu.be/LG7eICqLPp0,{'document_tone': {'tones': []}}
124,Ambani-Adani Slaves failed to  serve Indian voters...,"{'document_tone': {'tones': [{'score': 0.710541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
125,Panauti never dream ....such a huge respect given to him...??????????????,"{'document_tone': {'tones': [{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
126,,{'document_tone': {'tones': []}}
127,Lovely ..unexpected .....,"{'document_tone': {'tones': [{'score': 0.71191, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
128,Jai kisan #IStandWithFarmers ,{'document_tone': {'tones': []}}
129,https://youtu.be/yaZ1zSTyRhY Subscribe and share,"{'document_tone': {'tones': [{'score': 0.561928, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
130,#indiawithfarmer #Indiawithfarmersprotest #kisanmajdooriktazindabad,{'document_tone': {'tones': []}}
131,Jai Kisaan ???? ??,{'document_tone': {'tones': []}}
132,Jai kisan,{'document_tone': {'tones': []}}
133,Great job farmers ??,"{'document_tone': {'tones': [{'score': 0.696386, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
134,Khalistani dogss,{'document_tone': {'tones': []}}
135,,{'document_tone': {'tones': []}}
136,,{'document_tone': {'tones': []}}
137,It is foolishness to call these people KISHAN - They are  CRIMINALS & must be in jail !,{'document_tone': {'tones': []}}
138,Bhtt khoooobb,{'document_tone': {'tones': []}}
139,Pesticides spray ,{'document_tone': {'tones': []}}
140,Arrest all so-called Kishans leaders under terrorist Laws & put them in jail !,"{'document_tone': {'tones': [{'score': 0.502621, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.672469, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
141,Jeo,{'document_tone': {'tones': []}}
142,Khalistan terror in delhi. Sikhs repeated 40 years of history by proving that they were and always controlled by Gandhi family,"{'document_tone': {'tones': [{'score': 0.665133, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.573521, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.927401, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Khalistan terror in delhi.', 'tones': [{'score': 0.91191, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 1, 'text': 'Sikhs repeated 40 years of history by proving that they were and always controlled by Gandhi family', 'tones': [{'score': 0.6821, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
143,#Istandwithfarmersprotest ,{'document_tone': {'tones': []}}
144,Dont tell farmers protest,"{'document_tone': {'tones': [{'score': 0.646828, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
145,Waheguruji ????????????,{'document_tone': {'tones': []}}
146,#standwithfarmers #Farmersprottest  #FarmersRepublic,{'document_tone': {'tones': []}}
147,Sponsored  chamchas protest,"{'document_tone': {'tones': [{'score': 0.557344, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
148,??????,{'document_tone': {'tones': []}}
149,,{'document_tone': {'tones': []}}
150,,{'document_tone': {'tones': []}}
